objectid,GlobalID,SpecRichDetailEvaluationID,RecKey,Select Plant Species,Was voucher specimen collected for this species?,Collection Number,UnknownCode,UnknownCodeKey,Species Abundance,ParentGlobalID,CreationDate,Creator,EditDate,Editor
16190,9ea4b731-c392-4b6b-83b0-e58a476809eb,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,POACEAXXXX,No,07,POACEA_07,NV-NOD-TW-24036_2024-07-03_POACEA_07,1,93cdbdf0-8fcc-4fab-ad52-e4f9baae8cfa,8/19/2024 10:08:57 PM,mhamptonpdx,10/18/2024 3:43:57 PM,kmartin@blm.gov_BLM_EGIS
16191,d964bb75-dce6-4159-a2e5-04dce8f05a8d,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,ELPA3,No,,,,1,93cdbdf0-8fcc-4fab-ad52-e4f9baae8cfa,8/19/2024 10:08:57 PM,mhamptonpdx,10/18/2024 3:44:00 PM,kmartin@blm.gov_BLM_EGIS
16192,6622a863-726d-45c7-8cbb-fbdee98350de,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,AFXXXX,No,01,AF_01,NV-NOD-TW-24036_2024-07-03_AF_01,1,93cdbdf0-8fcc-4fab-ad52-e4f9baae8cfa,8/19/2024 10:08:57 PM,mhamptonpdx,10/18/2024 3:44:02 PM,kmartin@blm.gov_BLM_EGIS
16193,6ee74bf3-e6b4-49ec-a03f-479a7bcc8068,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,POACEAXXXX,No,02,POACEA_02,NV-NOD-TW-24036_2024-07-03_POACEA_02,1,93cdbdf0-8fcc-4fab-ad52-e4f9baae8cfa,8/19/2024 10:08:57 PM,mhamptonpdx,10/18/2024 3:44:04 PM,kmartin@blm.gov_BLM_EGIS
16194,cfdbc6a5-1285-48ba-9dc9-76cef7566b52,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,EPCI,No,,,,1,93cdbdf0-8fcc-4fab-ad52-e4f9baae8cfa,8/19/2024 10:08:57 PM,mhamptonpdx,10/18/2024 3:44:06 PM,kmartin@blm.gov_BLM_EGIS
16195,84201ab9-b143-49ad-a46c-0da372b2d62d,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,JUARL,No,,,,1,93cdbdf0-8fcc-4fab-ad52-e4f9baae8cfa,8/19/2024 10:08:57 PM,mhamptonpdx,10/18/2024 3:44:07 PM,kmartin@blm.gov_BLM_EGIS
16196,3e332957-5d2d-4b5a-974e-bdf7a540d431,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,POBI7,No,,,,1,93cdbdf0-8fcc-4fab-ad52-e4f9baae8cfa,8/19/2024 10:08:57 PM,mhamptonpdx,10/18/2024 3:44:09 PM,kmartin@blm.gov_BLM_EGIS
16197,a06b8dfb-3f48-481c-add7-98377c9717d7,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,EPDE4,No,,,,1,93cdbdf0-8fcc-4fab-ad52-e4f9baae8cfa,8/19/2024 10:08:57 PM,mhamptonpdx,10/18/2024 3:44:11 PM,kmartin@blm.gov_BLM_EGIS
16198,af4d6f7c-59ae-42a0-a0ba-4ef665ac30dd,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,ERNA10,No,,,,1,93cdbdf0-8fcc-4fab-ad52-e4f9baae8cfa,8/19/2024 10:08:57 PM,mhamptonpdx,10/18/2024 3:44:13 PM,kmartin@blm.gov_BLM_EGIS
16199,25ab1021-8ac2-42d0-b0e2-ca475cf5a6e4,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,AFXXXX,No,04,AF_04,NV-NOD-TW-24036_2024-07-03_AF_04,1,93cdbdf0-8fcc-4fab-ad52-e4f9baae8cfa,8/19/2024 10:08:57 PM,mhamptonpdx,10/18/2024 3:44:15 PM,kmartin@blm.gov_BLM_EGIS
16200,c7e9bce2-c07c-4d0d-9582-70ac3b1d800e,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,RIAU,No,,,,1,93cdbdf0-8fcc-4fab-ad52-e4f9baae8cfa,8/19/2024 10:08:57 PM,mhamptonpdx,10/18/2024 3:44:17 PM,kmartin@blm.gov_BLM_EGIS
16201,ab5b0434-7201-41db-a777-68ad2acc1d06,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,ARLU,No,,,,1,93cdbdf0-8fcc-4fab-ad52-e4f9baae8cfa,8/19/2024 10:08:57 PM,mhamptonpdx,10/18/2024 3:44:19 PM,kmartin@blm.gov_BLM_EGIS
16202,c3dcbbfa-ca88-439a-b8cb-385faf9c1423,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,NAOF,No,,,,1,93cdbdf0-8fcc-4fab-ad52-e4f9baae8cfa,8/19/2024 10:08:57 PM,mhamptonpdx,10/18/2024 3:44:21 PM,kmartin@blm.gov_BLM_EGIS
16203,1b36b813-5ccd-4018-8db7-e2ef09d03b7a,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,EPILOXXXX,No,03,EPILO_03,NV-NOD-TW-24036_2024-07-03_EPILO_03,1,93cdbdf0-8fcc-4fab-ad52-e4f9baae8cfa,8/19/2024 10:08:57 PM,mhamptonpdx,10/18/2024 3:44:23 PM,kmartin@blm.gov_BLM_EGIS
16204,5aac1132-327a-4b2a-92a0-d90244d2dbc5,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,SAGE2,No,,,,1,3d529421-d02c-4bdf-a965-4e9de1539006,8/19/2024 10:08:59 PM,mhamptonpdx,8/19/2024 10:08:59 PM,mhamptonpdx
16205,bb42327d-debc-4729-9120-9665d0542eb6,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,CAVA3,No,,,,1,3d529421-d02c-4bdf-a965-4e9de1539006,8/19/2024 10:08:59 PM,mhamptonpdx,8/19/2024 10:08:59 PM,mhamptonpdx
16206,1b68f6bc-af81-4219-bd9e-c319fc10f205,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,SALUL,No,,,,1,3d529421-d02c-4bdf-a965-4e9de1539006,8/19/2024 10:08:59 PM,mhamptonpdx,8/19/2024 10:08:59 PM,mhamptonpdx
16207,188ab2c5-0fc3-4d7c-9624-99af3752d6c9,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,ROWO,No,,,,1,3d529421-d02c-4bdf-a965-4e9de1539006,8/19/2024 10:08:59 PM,mhamptonpdx,8/19/2024 10:08:59 PM,mhamptonpdx
16208,65c1b666-2277-444e-8cac-f570c93d1694,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,SAEX,No,,,,1,3d529421-d02c-4bdf-a965-4e9de1539006,8/19/2024 10:08:59 PM,mhamptonpdx,8/19/2024 10:08:59 PM,mhamptonpdx
16209,044a2e7b-c879-4c8c-a0de-4e61f0c7ca5c,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,POACEAXXXX,No,07,POACEA_07,NV-NOD-TW-24036_2024-07-03_POACEA_07,1,3d529421-d02c-4bdf-a965-4e9de1539006,8/19/2024 10:08:59 PM,mhamptonpdx,8/19/2024 10:08:59 PM,mhamptonpdx
16210,384338b1-f00f-4488-b5ce-2871e468820c,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,ELPA3,No,,,,1,3d529421-d02c-4bdf-a965-4e9de1539006,8/19/2024 10:08:59 PM,mhamptonpdx,8/19/2024 10:08:59 PM,mhamptonpdx
16211,f9fc6b41-8fef-4e41-8381-08c68f004ae4,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,AFXXXX,No,01,AF_01,NV-NOD-TW-24036_2024-07-03_AF_01,1,3d529421-d02c-4bdf-a965-4e9de1539006,8/19/2024 10:08:59 PM,mhamptonpdx,8/19/2024 10:08:59 PM,mhamptonpdx
16212,9da3ab16-239c-471c-9c0e-28af39153874,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,POACEAXXXX,No,02,POACEA_02,NV-NOD-TW-24036_2024-07-03_POACEA_02,1,3d529421-d02c-4bdf-a965-4e9de1539006,8/19/2024 10:08:59 PM,mhamptonpdx,8/19/2024 10:08:59 PM,mhamptonpdx
16213,2af5ba23-6e3c-4a21-811a-ae443bcee228,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,EPCI,No,,,,1,3d529421-d02c-4bdf-a965-4e9de1539006,8/19/2024 10:08:59 PM,mhamptonpdx,8/19/2024 10:08:59 PM,mhamptonpdx
16214,289bfc16-1276-4835-b2b5-6b307b9d44f9,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,JUARL,,,,,1,3d529421-d02c-4bdf-a965-4e9de1539006,8/19/2024 10:08:59 PM,mhamptonpdx,8/19/2024 10:08:59 PM,mhamptonpdx
16215,c641f415-27c9-4cc4-a9f2-f5631aa7ab4b,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,POBI7,No,,,,1,3d529421-d02c-4bdf-a965-4e9de1539006,8/19/2024 10:08:59 PM,mhamptonpdx,8/19/2024 10:08:59 PM,mhamptonpdx
16216,2938f651-ab07-4cf7-aa43-3d3feb580223,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,EPDE4,No,,,,1,3d529421-d02c-4bdf-a965-4e9de1539006,8/19/2024 10:08:59 PM,mhamptonpdx,8/19/2024 10:08:59 PM,mhamptonpdx
16217,dad5ed4e-d003-4309-b455-c9904d120085,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,ERNA10,No,,,,1,3d529421-d02c-4bdf-a965-4e9de1539006,8/19/2024 10:08:59 PM,mhamptonpdx,8/19/2024 10:08:59 PM,mhamptonpdx
16218,53c604b7-35c0-4ed0-854a-0a85806c2d2d,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,AFXXXX,No,04,AF_04,NV-NOD-TW-24036_2024-07-03_AF_04,1,3d529421-d02c-4bdf-a965-4e9de1539006,8/19/2024 10:08:59 PM,mhamptonpdx,8/19/2024 10:08:59 PM,mhamptonpdx
16219,5f1870e8-7e1e-4c5a-b41c-3f82967debfe,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,RIAU,No,,,,1,3d529421-d02c-4bdf-a965-4e9de1539006,8/19/2024 10:08:59 PM,mhamptonpdx,8/19/2024 10:08:59 PM,mhamptonpdx
16220,f7402f3e-5c91-40c7-8553-137435f130da,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,SAGE2,No,,,,1,460eb0a6-1c05-4dcc-9d71-9ede2bc62f2b,8/19/2024 10:09:02 PM,mhamptonpdx,8/19/2024 10:09:02 PM,mhamptonpdx
16221,b09ba938-98d5-4845-a942-f6d653d8bc61,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,CAVA3,No,,,,1,460eb0a6-1c05-4dcc-9d71-9ede2bc62f2b,8/19/2024 10:09:02 PM,mhamptonpdx,8/19/2024 10:09:02 PM,mhamptonpdx
16222,0e0105f7-a165-4144-8b07-5847e1128903,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,SALUL,No,,,,1,460eb0a6-1c05-4dcc-9d71-9ede2bc62f2b,8/19/2024 10:09:02 PM,mhamptonpdx,8/19/2024 10:09:02 PM,mhamptonpdx
16223,59ca5c0e-b64c-4cfc-a3aa-d4b9737c604d,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,ROWO,No,,,,1,460eb0a6-1c05-4dcc-9d71-9ede2bc62f2b,8/19/2024 10:09:02 PM,mhamptonpdx,8/19/2024 10:09:02 PM,mhamptonpdx
16224,6ec2fdd1-10c9-4b27-8b41-2d5c373a0da9,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,SAEX,No,,,,1,460eb0a6-1c05-4dcc-9d71-9ede2bc62f2b,8/19/2024 10:09:02 PM,mhamptonpdx,8/19/2024 10:09:02 PM,mhamptonpdx
16225,6bf181b1-0c35-4f2d-b807-fe8e440cf131,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,POACEAXXXX,No,07,POACEA_07,NV-NOD-TW-24036_2024-07-03_POACEA_07,1,460eb0a6-1c05-4dcc-9d71-9ede2bc62f2b,8/19/2024 10:09:02 PM,mhamptonpdx,8/19/2024 10:09:02 PM,mhamptonpdx
16226,aed802ce-b9a2-42be-a69a-42a85758ed03,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,ELPA3,No,,,,1,460eb0a6-1c05-4dcc-9d71-9ede2bc62f2b,8/19/2024 10:09:02 PM,mhamptonpdx,8/19/2024 10:09:02 PM,mhamptonpdx
16227,d70c211b-b0f1-4efa-b477-c19b67ae8fae,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,AFXXXX,No,01,AF_01,NV-NOD-TW-24036_2024-07-03_AF_01,1,460eb0a6-1c05-4dcc-9d71-9ede2bc62f2b,8/19/2024 10:09:02 PM,mhamptonpdx,8/19/2024 10:09:02 PM,mhamptonpdx
16228,1aa6898f-e3fc-42ba-aca1-a3abcb712b89,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,POACEAXXXX,No,02,POACEA_02,NV-NOD-TW-24036_2024-07-03_POACEA_02,1,460eb0a6-1c05-4dcc-9d71-9ede2bc62f2b,8/19/2024 10:09:02 PM,mhamptonpdx,8/19/2024 10:09:02 PM,mhamptonpdx
16229,905c7754-48a6-49c0-9168-8daf92e1e5fc,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,EPCI,No,,,,1,460eb0a6-1c05-4dcc-9d71-9ede2bc62f2b,8/19/2024 10:09:02 PM,mhamptonpdx,8/19/2024 10:09:02 PM,mhamptonpdx
16230,97a62c16-caa1-493e-82ce-2b4b830e1fad,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,JUARL,No,,,,1,460eb0a6-1c05-4dcc-9d71-9ede2bc62f2b,8/19/2024 10:09:02 PM,mhamptonpdx,8/19/2024 10:09:02 PM,mhamptonpdx
16231,c4e121ad-bd33-440d-9b98-c72f9288a7e7,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,POBI7,No,,,,1,460eb0a6-1c05-4dcc-9d71-9ede2bc62f2b,8/19/2024 10:09:02 PM,mhamptonpdx,8/19/2024 10:09:02 PM,mhamptonpdx
16232,dd8e520c-ea3e-4a28-9c1c-5af47854eb6f,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,EPDE4,No,,,,1,460eb0a6-1c05-4dcc-9d71-9ede2bc62f2b,8/19/2024 10:09:02 PM,mhamptonpdx,8/19/2024 10:09:02 PM,mhamptonpdx
16233,0003e649-6acf-4550-af31-f69707712a54,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,ERNA10,No,,,,1,460eb0a6-1c05-4dcc-9d71-9ede2bc62f2b,8/19/2024 10:09:02 PM,mhamptonpdx,8/19/2024 10:09:02 PM,mhamptonpdx
16234,e1c6734e-f97b-40ed-b063-38dcf8b5ff49,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,AFXXXX,No,04,AF_04,NV-NOD-TW-24036_2024-07-03_AF_04,1,460eb0a6-1c05-4dcc-9d71-9ede2bc62f2b,8/19/2024 10:09:02 PM,mhamptonpdx,8/19/2024 10:09:02 PM,mhamptonpdx
16235,ebd10f08-f6a6-4968-80da-e72e82dd02c3,NV-NOD-TW-24036_2024-07-03,NV_01_CALIBRATION_2024-07-03_1,RIAU,No,,,,1,460eb0a6-1c05-4dcc-9d71-9ede2bc62f2b,8/19/2024 10:09:02 PM,mhamptonpdx,8/19/2024 10:09:02 PM,mhamptonpdx
