OBJECTID,OrderCode,PointID,StreamName,StratumName,PointType,DesignLat,DesignLong,OfficeEvaluator,OfficeEvalDate,PreviouslyEvaluated,MergedPointID,MergedMonProgram,EvalStatus,ReasonNotSampled,NotSampledEvidence1,NotSampledEvidence2,BLMAdviceRequested,OfficeEvalComments,ContactInfoForAccess,NOCComments,Trip,TripNotes,CollectTNTP,CollectTurbidity,CollectThalwegDepthProfile,CollectBankAngle,CollectExtraBankPlots,CollectPoolTailFines,CollectNativeWoody,CollectGreenlineVegComp,CollectVegComplexity,CollectCoreSubset1,CollectCoreSubset2,CollectCoreSubset3,Supplementals,AdminState,District,FieldOffice,Project,BoatingFilter,Extra1,Extra2,created_user,created_date,last_edited_user,last_edited_date,GlobalID,SpeciesState,OriginalDesign,x,y
1181,28,BS-LS-1070,,BSWI-Large Streams (2&3),OvrSmp,62.63772507,-155.838411,,,No,,,Sampled- Data summary reviewed,,,,No advice requested,,,,,,No,Yes,No,,No,No,No,No,Yes,,,,"surveyed cross section, pool to pool spacing, valley and channel typing",AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:53:32 PM,kpoole7,4/4/2024 11:11:42 PM,007fcb1b-29a2-4e6c-9973-988fd13f46f2,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-155.838411,62.63772507
1182,29,BS-LS-1072,,BSWI-Large Streams (2&3),OvrSmp,65.80539609,-159.5827115,,,Yes,,,Sampled- Data summary reviewed,,,,No advice requested,,,,,,No,Yes,No,,No,No,No,No,Yes,,,,"surveyed cross section, pool to pool spacing, valley and channel typing",AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:53:34 PM,kpoole7,4/4/2024 11:11:42 PM,2aadd712-562e-494a-84d0-00d319c55df6,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-159.5827115,65.80539609
1183,30,BS-LS-1085,,BSWI-Large Streams (2&3),OvrSmp,61.90857982,-158.5730303,,,Yes,,,Sampled- Data summary reviewed,,,,No advice requested,,,,,,No,Yes,No,,No,No,No,No,Yes,,,,"surveyed cross section, pool to pool spacing, valley and channel typing",AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:53:36 PM,kpoole7,4/4/2024 11:11:42 PM,2d64071d-c075-4eea-9c89-79ba48b852f1,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-158.5730303,61.9085798200001
1184,31,BS-LS-1087,,BSWI-Large Streams (2&3),OvrSmp,62.74593121,-160.678162,,,No,,,Sampled- Data summary reviewed,,,,No advice requested,,,,,,No,Yes,No,,No,No,No,No,Yes,,,,"surveyed cross section, pool to pool spacing, valley and channel typing",AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:53:38 PM,kpoole7,4/4/2024 11:11:42 PM,10274fd5-aed9-4eb3-93f5-e82acb42117a,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-160.678162,62.74593121
1185,32,BS-LS-1088,,BSWI-Large Streams (2&3),OvrSmp,62.12672226,-160.7570173,,,Yes,,,Not sampled- BLM approved,Permanently inaccessible- Terrain access denied,,,No advice requested,,,,,,No,Yes,No,,No,No,No,No,Yes,,,,"surveyed cross section, pool to pool spacing, valley and channel typing",AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:53:40 PM,kpoole7,4/4/2024 11:11:42 PM,f39ed33c-b41c-488f-97fc-c17ff55dd94d,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-160.7570173,62.1267222600001
1186,33,BS-LS-1090,,BSWI-Large Streams (2&3),OvrSmp,64.98940381,-159.4634349,,,No,,,Oversample,,,,No advice requested,,,,,,No,Yes,No,,No,No,No,No,Yes,,,,"surveyed cross section, pool to pool spacing, valley and channel typing",AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:53:42 PM,kpoole7,4/4/2024 11:11:42 PM,ca358417-db02-4626-a8e2-a7c51ca0dcaa,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-159.4634349,64.9894038100001
1187,34,BS-LS-1094,,BSWI-Large Streams (2&3),OvrSmp,64.14682334,-159.6052784,,,Yes,,,Sampled- Data summary reviewed,,,,No advice requested,,,,,,No,Yes,No,,No,No,No,No,Yes,,,,"surveyed cross section, pool to pool spacing, valley and channel typing",AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:53:44 PM,kpoole7,4/4/2024 11:11:42 PM,bc8116b5-ec7d-4530-b77d-e544261d6c19,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-159.6052784,64.1468233400001
1188,35,BS-LS-1096,Kalasik Creek,BSWI-Large Streams (2&3),OvrSmp,64.70139306,-158.739663,,,No,,,Oversample,,,,No advice requested,,,,,,No,Yes,No,,No,No,No,No,Yes,,,,"surveyed cross section, pool to pool spacing, valley and channel typing",AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:53:45 PM,kpoole7,4/4/2024 11:11:42 PM,48353ae5-7975-4673-982f-e621acd32554,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-158.739663,64.70139306
1189,36,BS-LS-1102,,BSWI-Large Streams (2&3),OvrSmp,61.74858766,-155.527696,,,No,,,Oversample,,,,No advice requested,,,,,,No,Yes,No,,No,No,No,No,Yes,,,,"surveyed cross section, pool to pool spacing, valley and channel typing",AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:53:47 PM,kpoole7,4/4/2024 11:11:42 PM,c7229206-e9e3-4329-b54c-bf94ee93d725,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-155.527696,61.7485876600001
1190,37,BS-LS-1104,,BSWI-Large Streams (2&3),OvrSmp,61.91345705,-159.3732767,,,No,,,Oversample,,,,No advice requested,,,,,,No,Yes,No,,No,No,No,No,Yes,,,,"surveyed cross section, pool to pool spacing, valley and channel typing",AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:53:49 PM,kpoole7,4/4/2024 11:11:42 PM,568a8c01-8ed2-481e-87ca-42cb06e16a64,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-159.3732767,61.91345705
1191,38,BS-LS-1110,,BSWI-Large Streams (2&3),OvrSmp,62.59394597,-154.1097425,,,No,,,Oversample,,,,No advice requested,,,,,,No,Yes,No,,No,No,No,No,Yes,,,,"surveyed cross section, pool to pool spacing, valley and channel typing",AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:53:51 PM,kpoole7,4/4/2024 11:11:42 PM,90695755-79f0-4ea1-a0cc-3003a18a3199,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-154.1097425,62.59394597
1192,39,BS-LS-1112,,BSWI-Large Streams (2&3),OvrSmp,62.39186448,-160.6472311,,,No,,,Oversample,,,,No advice requested,,,,,,No,Yes,No,,No,No,No,No,Yes,,,,"surveyed cross section, pool to pool spacing, valley and channel typing",AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:53:53 PM,kpoole7,4/4/2024 11:11:42 PM,a59ecaac-8e96-4057-a819-7f1ceed2c2df,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-160.6472311,62.39186448
1193,40,BS-LS-1114,,BSWI-Large Streams (2&3),OvrSmp,64.28226849,-159.9153596,,,No,,,Oversample,,,,No advice requested,,,,,,No,Yes,No,,No,No,No,No,Yes,,,,"surveyed cross section, pool to pool spacing, valley and channel typing",AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:53:55 PM,kpoole7,4/4/2024 11:11:42 PM,4fee0854-5f85-4b5a-b984-3933af6d8676,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-159.9153596,64.28226849
1194,41,BS-LS-1115,,BSWI-Large Streams (2&3),OvrSmp,61.74611299,-158.7683765,,,No,,,Oversample,,,,No advice requested,,,,,,No,Yes,No,,No,No,No,No,Yes,,,,"surveyed cross section, pool to pool spacing, valley and channel typing",AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:53:56 PM,kpoole7,4/4/2024 11:11:42 PM,8a81c090-e818-424a-a921-2a37ac27956f,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-158.7683765,61.74611299
1195,42,BS-LS-1116,,BSWI-Large Streams (2&3),OvrSmp,63.73525787,-159.9890312,,,No,,,Oversample,,,,No advice requested,,,,,,No,Yes,No,,No,No,No,No,Yes,,,,"surveyed cross section, pool to pool spacing, valley and channel typing",AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:53:58 PM,kpoole7,4/4/2024 11:11:42 PM,40a5a798-4b98-45b4-979c-02b3b6cbd8ae,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-159.9890312,63.7352578700001
1196,43,BS-LS-1120,Pitka River,BSWI-Large Streams (2&3),OvrSmp,65.41767433,-158.2024093,,,No,,,Oversample,,,,No advice requested,,,,,,No,Yes,No,,No,No,No,No,Yes,,,,"surveyed cross section, pool to pool spacing, valley and channel typing",AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:54:00 PM,kpoole7,4/4/2024 11:11:42 PM,6cf0eee1-8f40-4fba-baff-7a4c9f32429b,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-158.2024093,65.4176743300001
1197,44,BS-LS-1121,,BSWI-Large Streams (2&3),OvrSmp,62.36416447,-160.9084203,,,No,,,Oversample,,,,No advice requested,,,,,,No,Yes,No,,No,No,No,No,Yes,,,,"surveyed cross section, pool to pool spacing, valley and channel typing",AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:54:02 PM,kpoole7,4/4/2024 11:11:42 PM,8ec280c1-20e3-414a-9f62-3831ccc0fc90,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-160.9084203,62.36416447
1198,45,BS-LS-1124,,BSWI-Large Streams (2&3),OvrSmp,62.03489521,-156.7970665,,,No,,,Oversample,,,,No advice requested,,,,,,No,Yes,No,,No,No,No,No,Yes,,,,"surveyed cross section, pool to pool spacing, valley and channel typing",AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:54:04 PM,kpoole7,4/4/2024 11:11:42 PM,277b9213-d839-4421-ab92-31a9edbd01e8,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-156.7970665,62.0348952100001
1199,46,BS-LS-1128,,BSWI-Large Streams (2&3),OvrSmp,65.35234855,-158.9302112,,,No,,,Oversample,,,,No advice requested,,,,,,No,Yes,No,,No,No,No,No,Yes,,,,"surveyed cross section, pool to pool spacing, valley and channel typing",AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:54:06 PM,kpoole7,4/4/2024 11:11:42 PM,9339d944-d41d-415d-831c-2e4d672a52cb,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-158.9302112,65.35234855
1200,47,BS-LS-1129,,BSWI-Large Streams (2&3),OvrSmp,63.10194471,-159.9305155,,,No,,,Oversample,,,,No advice requested,,,,,,No,Yes,No,,No,No,No,No,Yes,,,,"surveyed cross section, pool to pool spacing, valley and channel typing",AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:54:08 PM,kpoole7,4/4/2024 11:11:42 PM,71511aeb-6176-4575-9023-e9af7d6767d4,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-159.9305155,63.1019447100001
1201,48,BS-LS-1130,,BSWI-Large Streams (2&3),OvrSmp,62.14177254,-157.5969268,,,No,,,Oversample,,,,No advice requested,,,,,,No,Yes,No,,No,No,No,No,Yes,,,,"surveyed cross section, pool to pool spacing, valley and channel typing",AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:54:10 PM,kpoole7,4/4/2024 11:11:42 PM,b3f4fc01-89a1-4adc-94e6-1f7d22acb49a,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-157.5969268,62.14177254
1202,49,BS-LS-1131,,BSWI-Large Streams (2&3),OvrSmp,63.18819534,-161.2653087,,,No,,,Oversample,,,,No advice requested,,,,,,No,Yes,No,,No,No,No,No,Yes,,,,"surveyed cross section, pool to pool spacing, valley and channel typing",AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:54:11 PM,kpoole7,4/4/2024 11:11:42 PM,24ef5a45-46f6-4ac9-a8f2-0aad8d7d917d,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-161.2653087,63.18819534
1203,50,BS-LS-1136,,BSWI-Large Streams (2&3),OvrSmp,65.61830542,-159.1921648,,,No,,,Oversample,,,,No advice requested,,,,,,No,Yes,No,,No,No,No,No,Yes,,,,"surveyed cross section, pool to pool spacing, valley and channel typing",AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:54:13 PM,kpoole7,4/4/2024 11:11:42 PM,3f078e9f-a1b5-4e87-8807-fb9129dc9978,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-159.1921648,65.6183054200001
1204,51,BS-LS-1150,,BSWI-Large Streams (2&3),OvrSmp,65.49236888,-157.9938608,,,No,,,Oversample,,,,No advice requested,,,,,,No,Yes,No,,No,No,No,No,Yes,,,,"surveyed cross section, pool to pool spacing, valley and channel typing",AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:54:15 PM,kpoole7,4/4/2024 11:11:42 PM,5a9c2ea7-cba1-48c2-86f6-30ed21d52093,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-157.9938608,65.4923688800001
1205,1,BS-RV-1008,,BSWI-Rivers (4+),Base,64.07940861,-159.8002023,,,Yes,,,Not sampled- BLM approved,Permanently inaccessible- Not wadeable nor boatable,,,No advice requested,"Note says beaver dam impacts and fast flowing water, water over bankfull at time of visit. Looking at arial imagery this site appears to have a main channel that looks boatable especially at lower flow. Re-evaluate final designation of not wadeable and no",,,,,No,Yes,No,,No,No,No,No,Yes,,,,,AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:54:17 PM,kpoole7,4/4/2024 11:11:42 PM,72db5a33-cfd8-42ae-b342-0c82be25280b,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-159.8002023,64.07940861
1206,2,BS-RV-1013,Fog River,BSWI-Rivers (4+),Base,60.8339174,-159.8948321,,,Yes,,,Sampled- Data summary reviewed,,,,No advice requested,,,,,,No,Yes,No,,No,No,No,No,Yes,,,,,AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:54:19 PM,kpoole7,4/4/2024 11:11:42 PM,713ff397-75f6-455e-9807-7a64597b3341,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-159.8948321,60.8339174000001
1207,3,BS-RV-1021,,BSWI-Rivers (4+),Base,63.25951934,-160.5723744,,,Yes,,,Sampled- Data summary reviewed,,,,No advice requested,,,,,,No,Yes,No,,No,No,No,No,Yes,,,,,AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:54:21 PM,kpoole7,4/4/2024 11:11:42 PM,9182928b-a81b-4b5c-9510-6cda25131480,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-160.5723744,63.2595193400001
1208,4,BS-RV-1026,,BSWI-Rivers (4+),Base,62.0171302,-161.7439598,,,Yes,,,Not sampled- BLM approved,Nontarget - Boatable (not sampling boatable reaches for this design),,,No advice requested,"Raging chocolate milk. Not wadeable at this time. Over 2M deep near bank. Unsure as to whether the river is running high, and might be wadeable earlier in the season.",,,,,No,Yes,No,,No,No,No,No,Yes,,,,,AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:54:23 PM,kpoole7,4/4/2024 11:11:42 PM,36dfc1c5-d1db-4753-94a0-43e43b7d7604,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-161.7439598,62.0171302000001
1209,5,BS-RV-1032,Kateel River,BSWI-Rivers (4+),Base,65.21108756,-158.7048983,,,Yes,,,Sampled- Data summary reviewed,,,,No advice requested,,,,,,No,Yes,No,,No,No,No,No,Yes,,,,"surveyed cross section, pool to pool spacing, valley and channel typing",AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:54:25 PM,kpoole7,4/4/2024 11:11:42 PM,f9b5a415-54be-4e85-a85c-92feaf0e29ad,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-158.7048983,65.2110875600001
1210,6,BS-RV-1042,,BSWI-Rivers (4+),Base,61.92305847,-161.1278305,,,Yes,,,Sampled- Data summary reviewed,,,,No advice requested,Heavy bear use. Tons of fish carcasses. Recommended to return earlier in the season where bears are less of a safety concern.,,,,,No,Yes,No,,No,No,No,No,Yes,,,,"surveyed cross section, pool to pool spacing, valley and channel typing",AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:54:26 PM,kpoole7,4/4/2024 11:11:42 PM,f2b04955-1185-43f5-a39b-f737b0b41b27,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-161.1278305,61.9230584700001
1211,7,BS-RV-1044,Kateel River,BSWI-Rivers (4+),Base,65.01972029,-159.1127041,,,Yes,,,Sampled- Data summary reviewed,,,,No advice requested,,,,,,No,Yes,No,,No,No,No,No,Yes,,,,,AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:54:28 PM,kpoole7,4/4/2024 11:11:42 PM,c422b30a-05f4-4617-8a38-d3c1952ff604,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-159.1127041,65.0197202900001
1212,8,BS-RV-1051,Iditarod River,BSWI-Rivers (4+),OvrSmp,62.38452735,-158.1876586,,,Yes,,,Not sampled- BLM approved,Nontarget- Map error,,,No advice requested,Not on BLM land.  On state land.  ,,,,,No,Yes,No,,No,No,No,No,Yes,,,,,AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:54:30 PM,kpoole7,4/4/2024 11:11:42 PM,c350ee8c-0710-4694-bf51-397586e9e468,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-158.1876586,62.38452735
1213,9,BS-RV-1053,,BSWI-Rivers (4+),OvrSmp,63.2136886,-161.4181906,,,Yes,,,Sampled- Data summary reviewed,,,,No advice requested,,,,,,No,Yes,No,,No,No,No,No,Yes,,,,,AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:54:32 PM,kpoole7,4/4/2024 11:11:42 PM,01a50f80-0413-4feb-a7d9-51fbc446144d,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-161.4181906,63.2136886000001
1214,10,BS-RV-1063,,BSWI-Rivers (4+),OvrSmp,63.72534637,-159.1278845,,,Yes,,,Not sampled- BLM approved,Nontarget- Boatable (not sampling boatable reaches for this design),,,No advice requested,,,,,,No,Yes,No,,No,No,No,No,Yes,,,,"surveyed cross section, pool to pool spacing, valley and channel typing",AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:54:34 PM,kpoole7,4/4/2024 11:11:42 PM,e9f58927-bc6c-4a4c-a871-ccbc7c955f1e,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-159.1278845,63.7253463700001
1215,11,BS-RV-1073,Koserefski River,BSWI-Rivers (4+),OvrSmp,62.36028812,-160.3461234,,,Yes,,,Not sampled- BLM approved,Nontarget - Boatable (not sampling boatable reaches for this design),,,No advice requested,"PC is in the middle of beaver complex. Landed near PC but ponds are deep and unwadeable. Flew down 1KM, no LZ. Moved PC upstream 770M to what looked like a defined channel from pond to pond. We were able to walk two transects, but quickly became too deep ",,,,,No,Yes,No,,No,No,No,No,Yes,,,,,AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:54:36 PM,kpoole7,4/4/2024 11:11:42 PM,bf5b74fd-bd26-458b-abe6-03ec0327584c,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-160.3461234,62.3602881200001
1216,12,BS-RV-1075,,BSWI-Rivers (4+),OvrSmp,63.20697972,-160.9115382,,,No,,,Oversample,,,,No advice requested,,,,,,No,Yes,No,,No,No,No,No,Yes,,,,"surveyed cross section, pool to pool spacing, valley and channel typing",AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:54:38 PM,kpoole7,4/4/2024 11:11:42 PM,451316be-52bf-4b41-95ec-cebb9d435477,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-160.9115382,63.20697972
1217,13,BS-RV-1080,Big River,BSWI-Rivers (4+),OvrSmp,62.36888099,-154.9154665,,,Yes,,,Not sampled- BLM approved,Nontarget- Boatable (not sampling boatable reaches for this design),,,No advice requested,,,,,,No,Yes,No,,No,No,No,No,Yes,,,,"surveyed cross section, pool to pool spacing, valley and channel typing",AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:54:40 PM,kpoole7,4/4/2024 11:11:42 PM,82bf319c-4ec8-4395-b707-8d0298711756,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-154.9154665,62.36888099
1218,14,BS-RV-1093,,BSWI-Rivers (4+),OvrSmp,62.3686387,-159.8416676,,,Yes,,,Not sampled- BLM approved,Nontarget - Boatable (not sampling boatable reaches for this design),,,No advice requested,"Deep, not wadeable. PC was over center of side slough. River channel near by. Use google maps to verify.",,,,,No,Yes,No,,No,No,No,No,Yes,,,,,AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:54:42 PM,kpoole7,4/4/2024 11:11:42 PM,46d68bc8-ede2-4152-a16c-9f0d109ab5ec,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-159.8416676,62.3686387000001
1219,15,BS-RV-1097,Hawk River,BSWI-Rivers (4+),OvrSmp,62.4275811,-161.2029811,,,Yes,,,Not sampled- BLM approved,Nontarget- Boatable (not sampling boatable reaches for this design),,,No advice requested,,,,,,No,Yes,No,,No,No,No,No,Yes,,,,"surveyed cross section, pool to pool spacing, valley and channel typing",AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:54:43 PM,kpoole7,4/4/2024 11:11:42 PM,bb1e08d9-3d39-4bf9-987e-cbe9f40f456f,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-161.2029811,62.4275811000001
1220,16,BS-RV-1117,Bonasila River,BSWI-Rivers (4+),OvrSmp,62.78284984,-161.2136089,,,Yes,,,Sampled- Data summary reviewed,,,,No advice requested,,,,,,No,Yes,No,,No,No,No,No,Yes,,,,"surveyed cross section, pool to pool spacing, valley and channel typing",AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:54:45 PM,kpoole7,4/4/2024 11:11:42 PM,83b9e982-3a20-40a6-853b-5afaeda71795,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-161.2136089,62.78284984
1221,17,BS-RV-1118,,BSWI-Rivers (4+),OvrSmp,62.70298463,-154.8011939,,,Yes,,,Not sampled- BLM approved,Nontarget- Boatable (not sampling boatable reaches for this design),,,No advice requested,,,,,,No,Yes,No,,No,No,No,No,Yes,,,,"surveyed cross section, pool to pool spacing, valley and channel typing",AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:54:47 PM,kpoole7,4/4/2024 11:11:42 PM,abb9ba9f-de81-47c2-8368-a14bd18b117a,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-154.8011939,62.7029846300001
1222,18,BS-RV-1125,,BSWI-Rivers (4+),OvrSmp,61.75357568,-161.4420528,,,No,,,Oversample,,,,No advice requested,,,,,,No,Yes,No,,No,No,No,No,Yes,,,,"surveyed cross section, pool to pool spacing, valley and channel typing",AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:54:49 PM,kpoole7,4/4/2024 11:11:42 PM,4f489567-536c-42c8-b47c-3576270d0e63,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-161.4420528,61.75357568
1223,19,BS-RV-1133,Oskawalik River,BSWI-Rivers (4+),OvrSmp,61.57917287,-157.6894267,,,No,,,Oversample,,,,No advice requested,,,,,,No,Yes,No,,No,No,No,No,Yes,,,,"surveyed cross section, pool to pool spacing, valley and channel typing",AK,ANCHORAGE DISTRICT OFFICE,ANCHORAGE FIELD OFFICE,AK_AnchorageFO,No,,,kpoole7,2/7/2024 5:54:51 PM,kpoole7,4/4/2024 11:11:42 PM,41715640-52fe-4f9b-9557-a9df0e49368e,AK,AK_AnchorageFO_BeringSeaWesternInterior_Standard_2017,-157.6894267,61.57917287
