objectid,GlobalID,SpecRichDetailEvaluationID,RecKey,Select Plant Species,Was voucher specimen collected for this species?,Collection Number,UnknownCode,UnknownCodeKey,Species Abundance,ParentGlobalID,CreationDate,Creator,EditDate,Editor
221,f4fbcccc-7a84-49bb-ae04-1108657ffd81,CA-CDD-TW-24055_2024-04-19,,BRBE6,No,,,,2,6ff1d6ed-a6df-49bc-ba8b-5aff329e1483,4/24/2024 6:41:41 PM,ahoeft4,5/9/2024 4:34:43 PM,ntshaw19996
222,d9c82ba2-b663-440d-90b6-66e2f309d9ae,CA-CDD-TW-24055_2024-04-19,,PHVA2,No,,,,1,6ff1d6ed-a6df-49bc-ba8b-5aff329e1483,4/24/2024 6:41:41 PM,ahoeft4,5/9/2024 4:34:43 PM,ntshaw19996
223,8af8538a-8dcc-4f50-9d7a-f9bea353abf8,CA-CDD-TW-24055_2024-04-19,,PHCR2,No,,,,1,6ff1d6ed-a6df-49bc-ba8b-5aff329e1483,4/24/2024 6:41:41 PM,ahoeft4,5/9/2024 4:34:43 PM,ntshaw19996
224,70430fc3-d3be-44a1-ae1d-fc5b978044d2,CA-CDD-TW-24055_2024-04-19,,CHCA3,No,,,,1,6ff1d6ed-a6df-49bc-ba8b-5aff329e1483,4/24/2024 6:41:41 PM,ahoeft4,5/9/2024 4:34:43 PM,ntshaw19996
225,8dc5e9e4-482c-4829-acc6-f35ffce38de7,CA-CDD-TW-24055_2024-04-19,,SACO6,No,,,,1,6ff1d6ed-a6df-49bc-ba8b-5aff329e1483,4/24/2024 6:41:41 PM,ahoeft4,5/9/2024 4:34:43 PM,ntshaw19996
226,dad79f68-7e73-40fd-a93b-c4043b51db5d,CA-CDD-TW-24055_2024-04-19,,SPAM2,No,,,,1,6ff1d6ed-a6df-49bc-ba8b-5aff329e1483,4/24/2024 6:41:41 PM,ahoeft4,5/9/2024 4:34:43 PM,ntshaw19996
227,8eacaaa9-8281-406a-bece-1556f380861d,CA-CDD-TW-24055_2024-04-19,,LOVA,No,,,,1,6ff1d6ed-a6df-49bc-ba8b-5aff329e1483,4/24/2024 6:41:41 PM,ahoeft4,5/9/2024 4:34:43 PM,ntshaw19996
228,5c8a1cf1-0c79-412c-b03b-71dafd7a5736,CA-CDD-TW-24055_2024-04-19,,ERLI6,No,,,,1,6ff1d6ed-a6df-49bc-ba8b-5aff329e1483,4/24/2024 6:41:41 PM,ahoeft4,5/9/2024 4:34:43 PM,ntshaw19996
229,02e350f7-4678-4c64-b700-d048bd591ef7,CA-CDD-TW-24055_2024-04-19,,ERFA2,No,,,,1,6ff1d6ed-a6df-49bc-ba8b-5aff329e1483,4/24/2024 6:41:41 PM,ahoeft4,5/9/2024 4:34:43 PM,ntshaw19996
230,0459de03-07fb-4a9c-98de-7f218f722aa4,CA-CDD-TW-22006_2024-04-22,,SCAM6,No,,,,4,87e7b868-6ac9-4ad2-a980-493262985f83,4/24/2024 6:41:44 PM,ahoeft4,4/24/2024 6:41:44 PM,ahoeft4
231,cd2ee3f8-bac3-40fc-ac2b-506d6d805424,CA-CDD-TW-22006_2024-04-22,,JUCO3,No,,,,1,87e7b868-6ac9-4ad2-a980-493262985f83,4/24/2024 6:41:44 PM,ahoeft4,4/24/2024 6:41:44 PM,ahoeft4
232,d915f8b9-21c9-4467-9f8d-2b1b727b9ce7,CA-CDD-TW-22006_2024-04-22,,DISP,No,,,,1,87e7b868-6ac9-4ad2-a980-493262985f83,4/24/2024 6:41:44 PM,ahoeft4,4/24/2024 6:41:44 PM,ahoeft4
233,1040c6cb-de8c-483e-aed9-8c374e76e329,CA-CDD-TW-24054_2024-04-20,,SALA6,No,,,,3,07998ae9-b6cb-4288-9e3a-0e3bcb3c3ecd,4/24/2024 7:56:36 PM,ahoeft4,4/24/2024 7:56:36 PM,ahoeft4
234,66b546e7-1b0d-4a6f-ab7b-c64d5e0ae4a6,CA-CDD-TW-24054_2024-04-20,,URDI,No,,,,3,07998ae9-b6cb-4288-9e3a-0e3bcb3c3ecd,4/24/2024 7:56:36 PM,ahoeft4,4/24/2024 7:56:36 PM,ahoeft4
235,b5842702-ad6f-45ce-8cae-0a6b04737cb7,CA-CDD-TW-24054_2024-04-20,,MICA3,No,,,,2,07998ae9-b6cb-4288-9e3a-0e3bcb3c3ecd,4/24/2024 7:56:36 PM,ahoeft4,4/24/2024 7:56:36 PM,ahoeft4
236,a0c36cb1-1850-4bc9-b35c-30283c6d6b26,CA-CDD-TW-24054_2024-04-20,,BRMA3,No,,,,2,07998ae9-b6cb-4288-9e3a-0e3bcb3c3ecd,4/24/2024 7:56:36 PM,ahoeft4,4/24/2024 7:56:36 PM,ahoeft4
237,a7567c08-3e8b-4f4a-8f1c-0078e8a7dc99,CA-CDD-TW-24054_2024-04-20,,BRBE6,No,,,,1,07998ae9-b6cb-4288-9e3a-0e3bcb3c3ecd,4/24/2024 7:56:36 PM,ahoeft4,4/24/2024 7:56:36 PM,ahoeft4
238,966013bd-b2f9-43d8-92b4-c1d0af4edfc5,CA-CDD-TW-24054_2024-04-20,,BRTE,No,,,,1,07998ae9-b6cb-4288-9e3a-0e3bcb3c3ecd,4/24/2024 7:56:36 PM,ahoeft4,4/24/2024 7:56:36 PM,ahoeft4
239,f8a4cd38-f12f-49ea-9464-4fdea1eb760b,CA-CDD-TW-24054_2024-04-20,,EPNE,No,,,,1,07998ae9-b6cb-4288-9e3a-0e3bcb3c3ecd,4/24/2024 7:56:36 PM,ahoeft4,4/24/2024 7:56:36 PM,ahoeft4
240,d693faee-744f-4c07-ae41-18cef75d19d2,CA-CDD-TW-24054_2024-04-20,,SCAR,No,,,,1,07998ae9-b6cb-4288-9e3a-0e3bcb3c3ecd,4/24/2024 7:56:36 PM,ahoeft4,4/24/2024 7:56:36 PM,ahoeft4
241,a3f4fc7d-2507-4eab-bf9e-57ac4d5462a4,CA-CDD-TW-24054_2024-04-20,,CLPE,No,,,,1,07998ae9-b6cb-4288-9e3a-0e3bcb3c3ecd,4/24/2024 7:56:36 PM,ahoeft4,4/24/2024 7:56:36 PM,ahoeft4
242,0535586d-80f9-4cdd-94e1-f69ef49d5cf4,CA-CDD-TW-24054_2024-04-20,,MILA6,No,,,,1,07998ae9-b6cb-4288-9e3a-0e3bcb3c3ecd,4/24/2024 7:56:36 PM,ahoeft4,4/24/2024 7:56:36 PM,ahoeft4
243,86e79fb5-ace8-471a-971c-8fb735a0d6de,CA-CDD-TW-24054_2024-04-20,,ENAC,No,,,,2,07998ae9-b6cb-4288-9e3a-0e3bcb3c3ecd,4/24/2024 7:56:36 PM,ahoeft4,4/24/2024 7:56:36 PM,ahoeft4
244,19064c60-f84a-4229-b016-966c467d3037,CA-CDD-TW-24054_2024-04-20,,AMTE3,No,,,,1,07998ae9-b6cb-4288-9e3a-0e3bcb3c3ecd,4/24/2024 7:56:36 PM,ahoeft4,4/24/2024 7:56:36 PM,ahoeft4
245,606e12e2-6685-4afa-b543-fc63b1df73f1,CA-CDD-TW-24054_2024-04-20,,POMO5,No,,,,1,07998ae9-b6cb-4288-9e3a-0e3bcb3c3ecd,4/24/2024 7:56:36 PM,ahoeft4,4/24/2024 7:56:36 PM,ahoeft4
246,91c3d849-be59-4184-b495-8886625f8acc,CA-CDD-TW-24054_2024-04-20,,PHAU7,No,,,,1,07998ae9-b6cb-4288-9e3a-0e3bcb3c3ecd,4/24/2024 7:56:36 PM,ahoeft4,4/24/2024 7:56:36 PM,ahoeft4
247,370d9d02-3675-4740-9a7a-8fd4533884ae,CA-CDD-TW-24054_2024-04-20,,SPAM2,No,,,,1,07998ae9-b6cb-4288-9e3a-0e3bcb3c3ecd,4/24/2024 7:56:36 PM,ahoeft4,4/24/2024 7:56:36 PM,ahoeft4
248,9084dae3-d5b9-4c4c-b2d1-6a17eb75ff28,CA-CDD-TW-24054_2024-04-20,,PHME3,No,,,,1,07998ae9-b6cb-4288-9e3a-0e3bcb3c3ecd,4/24/2024 7:56:36 PM,ahoeft4,4/24/2024 7:56:36 PM,ahoeft4
249,1c226879-4478-44fe-904e-794ad3469fd0,CA-CDD-TW-24054_2024-04-20,,AMDU2,No,,,,1,07998ae9-b6cb-4288-9e3a-0e3bcb3c3ecd,4/24/2024 7:56:36 PM,ahoeft4,4/24/2024 7:56:36 PM,ahoeft4
250,1e35546a-18b0-407e-b0b9-79bb48cc9035,CA-CDD-TW-24054_2024-04-20,,BRDE3,No,,,,2,07998ae9-b6cb-4288-9e3a-0e3bcb3c3ecd,4/24/2024 7:56:36 PM,ahoeft4,4/24/2024 7:56:36 PM,ahoeft4
251,455a335c-e539-4cda-a32b-b23595b50298,CA-CDD-TW-24054_2024-04-20,,SACO6,No,,,,1,07998ae9-b6cb-4288-9e3a-0e3bcb3c3ecd,4/24/2024 7:56:36 PM,ahoeft4,4/24/2024 7:56:36 PM,ahoeft4
252,a2ce0802-5b13-44b5-bfdb-36c2ba74b130,CA-CDD-TW-24054_2024-04-20,,ERLI6,No,,,,1,07998ae9-b6cb-4288-9e3a-0e3bcb3c3ecd,4/24/2024 7:56:36 PM,ahoeft4,4/24/2024 7:56:36 PM,ahoeft4
253,dacf203a-7ba3-4c82-8bd1-dddd26d21c2c,CA-CDD-TW-24054_2024-04-20,,CUPA,No,,,,1,07998ae9-b6cb-4288-9e3a-0e3bcb3c3ecd,4/24/2024 7:56:36 PM,ahoeft4,4/24/2024 7:56:36 PM,ahoeft4
254,b31167d1-0fee-4cf2-bc97-f80197591ef1,CA-CDD-TW-24054_2024-04-20,,ENFA,No,,,,1,07998ae9-b6cb-4288-9e3a-0e3bcb3c3ecd,4/24/2024 7:56:36 PM,ahoeft4,4/24/2024 7:56:36 PM,ahoeft4
255,e5b8df56-8350-4342-a277-cffe77f36217,CA-CDD-TW-24054_2024-04-20,,NIOB,No,,,,1,07998ae9-b6cb-4288-9e3a-0e3bcb3c3ecd,4/24/2024 7:56:36 PM,ahoeft4,4/24/2024 7:56:36 PM,ahoeft4
256,add1ad15-cfe1-496c-9b83-f73108ce7aad,CA-CDD-TW-24054_2024-04-20,,DEPI,No,,,,1,07998ae9-b6cb-4288-9e3a-0e3bcb3c3ecd,4/24/2024 7:56:36 PM,ahoeft4,4/24/2024 7:56:36 PM,ahoeft4
257,49a2ab94-2e5d-4d52-950a-840c889442cf,CA-CDD-TW-24054_2024-04-20,,PHCR2,No,,,,1,07998ae9-b6cb-4288-9e3a-0e3bcb3c3ecd,4/24/2024 7:56:36 PM,ahoeft4,4/24/2024 7:56:36 PM,ahoeft4
258,a5447dd5-7a1b-493c-85c8-c67f63f1d96d,CA-CDD-TW-24054_2024-04-20,,MAGL3,No,,,,1,07998ae9-b6cb-4288-9e3a-0e3bcb3c3ecd,4/24/2024 7:56:36 PM,ahoeft4,4/24/2024 7:56:36 PM,ahoeft4
259,da77f2d3-1f20-446b-893c-ad3c63a02d5a,CA-CDD-TW-22001_2024-04-21,,DISP,No,,,,4,466b09c3-38b3-417b-bc8f-fb2d75a2e3a1,4/24/2024 7:56:38 PM,ahoeft4,4/24/2024 7:56:38 PM,ahoeft4
260,19494711-7a7b-48dc-a6e4-5d631a00413e,CA-CDD-TW-22001_2024-04-21,,TRCO19,No,,,,1,466b09c3-38b3-417b-bc8f-fb2d75a2e3a1,4/24/2024 7:56:38 PM,ahoeft4,4/24/2024 7:56:38 PM,ahoeft4
261,01a6a545-b2ea-49f9-a591-58c2fe3b3685,CA-CDD-TW-22001_2024-04-21,,TRMA20,No,,,,1,466b09c3-38b3-417b-bc8f-fb2d75a2e3a1,4/24/2024 7:56:38 PM,ahoeft4,4/24/2024 7:56:38 PM,ahoeft4
262,ee7d4841-e9c9-4b64-a4c9-a31d022723ab,CA-CDD-TW-22001_2024-04-21,,SCAM6,No,,,,2,466b09c3-38b3-417b-bc8f-fb2d75a2e3a1,4/24/2024 7:56:38 PM,ahoeft4,4/24/2024 7:56:38 PM,ahoeft4
263,bfa34810-1282-47ce-831e-54731da0f2c0,CA-CDD-TW-22001_2024-04-21,,ALPA14,Yes,,,,1,466b09c3-38b3-417b-bc8f-fb2d75a2e3a1,4/24/2024 7:56:38 PM,ahoeft4,4/24/2024 7:56:38 PM,ahoeft4
264,37d88ddf-adb2-4d60-ab28-ef243364bbba,CA-CDD-TW-22014_2024-04-22,,DISP,No,,,,4,ceb3a0ff-9230-45c9-a0c0-87a8a84c8c42,4/24/2024 7:56:40 PM,ahoeft4,5/9/2024 4:53:54 PM,tgaffney4
265,16b5aa97-2ae5-466d-9473-5eb79459d21e,CA-CDD-TW-22014_2024-04-22,,SCAM6,No,,,,3,ceb3a0ff-9230-45c9-a0c0-87a8a84c8c42,4/24/2024 7:56:40 PM,ahoeft4,5/9/2024 4:53:54 PM,tgaffney4
266,4dc09bf6-48ca-4c6c-8c55-d32f0e04fad4,CA-CDD-TW-22014_2024-04-22,,JUCO3,No,,,,1,ceb3a0ff-9230-45c9-a0c0-87a8a84c8c42,4/24/2024 7:56:40 PM,ahoeft4,5/9/2024 4:53:54 PM,tgaffney4
267,7e27b922-5dbf-4961-ba2d-a675bcd4a359,CA-CDD-TW-22014_2024-04-22,,NIOC2,No,,,,1,ceb3a0ff-9230-45c9-a0c0-87a8a84c8c42,4/24/2024 7:56:40 PM,ahoeft4,5/9/2024 4:53:54 PM,tgaffney4
268,39e40364-5085-46fa-a8d8-8fffe56f976f,CA-CDD-TW-22005_2024-04-23,,SCAM6,No,,,,4,f916c739-f6f3-435d-8ad7-c06531c4ae3f,4/24/2024 7:56:45 PM,ahoeft4,5/9/2024 4:53:56 PM,tgaffney4
269,481cf7d0-8173-44b7-9d77-721a84096135,CA-CDD-TW-22005_2024-04-23,,JUCO3,No,,,,1,f916c739-f6f3-435d-8ad7-c06531c4ae3f,4/24/2024 7:56:45 PM,ahoeft4,5/9/2024 4:53:56 PM,tgaffney4
270,9fd0881e-5d37-4433-9285-797dff119382,CA-CDD-TW-22002_2024-04-23,,SCAM6,No,,,,1,2dab1da7-0f91-4607-bdf6-9b95f300a9de,4/25/2024 3:49:40 PM,jhernandez601,4/25/2024 3:49:40 PM,jhernandez601
271,6bd02ae4-25c0-463e-b383-08162f68521a,CA-CDD-TW-22002_2024-04-23,,DISP,No,,,,4,2dab1da7-0f91-4607-bdf6-9b95f300a9de,4/25/2024 3:49:40 PM,jhernandez601,4/25/2024 3:49:40 PM,jhernandez601
272,81929c0a-c6b9-4cbd-9452-51f88da76f73,CA-CDD-TW-22002_2024-04-23,,BOMA7,No,,,,3,2dab1da7-0f91-4607-bdf6-9b95f300a9de,4/25/2024 3:49:40 PM,jhernandez601,4/25/2024 3:49:40 PM,jhernandez601
273,8d32ba1a-ca9a-4eae-b0f0-605504058a07,CA-CDD-TW-24062_2024-04-19,,POMO5,No,,,,2,aa1aa423-9f15-4ed0-97d4-daea7ef2dd54,4/25/2024 9:10:55 PM,lmartin4,9/9/2024 7:40:26 PM,ntshaw19996
274,4b90fe2d-4ccc-4e5f-8a9c-c7cb50f7612a,CA-CDD-TW-24062_2024-04-19,,SACO6,No,,,,1,aa1aa423-9f15-4ed0-97d4-daea7ef2dd54,4/25/2024 9:10:55 PM,lmartin4,9/9/2024 7:40:26 PM,ntshaw19996
275,2540bc01-d314-40a7-9a40-345da90a8724,CA-CDD-TW-24062_2024-04-19,,PSST7,No,,,,1,aa1aa423-9f15-4ed0-97d4-daea7ef2dd54,4/25/2024 9:10:55 PM,lmartin4,9/9/2024 7:40:26 PM,ntshaw19996
276,88ad5822-8ee3-4998-9875-7f80403b7dc3,CA-CDD-TW-24062_2024-04-19,,BRMA3,No,,,,2,aa1aa423-9f15-4ed0-97d4-daea7ef2dd54,4/25/2024 9:10:55 PM,lmartin4,9/9/2024 7:40:26 PM,ntshaw19996
277,deca42e7-f582-4a6c-88e5-4d1a64c32c9d,CA-CDD-TW-24062_2024-04-19,,DESO2,No,,,,1,aa1aa423-9f15-4ed0-97d4-daea7ef2dd54,4/25/2024 9:10:55 PM,lmartin4,9/9/2024 7:40:26 PM,ntshaw19996
278,f05dbf4a-4106-467c-ad7d-6b0c1cbca02a,CA-CDD-TW-24062_2024-04-19,,LELA,No,,,,1,aa1aa423-9f15-4ed0-97d4-daea7ef2dd54,4/25/2024 9:10:55 PM,lmartin4,9/9/2024 7:40:26 PM,ntshaw19996
279,ba46295b-d86f-4261-99e5-bd1bceb4e35f,CA-CDD-TW-24062_2024-04-19,,SOAS,No,,,,1,aa1aa423-9f15-4ed0-97d4-daea7ef2dd54,4/25/2024 9:10:55 PM,lmartin4,9/9/2024 7:40:26 PM,ntshaw19996
280,4d477a9a-cc48-496c-93ff-f534c0a7a6bd,CA-CDD-TW-24062_2024-04-19,,BASE,No,,,,3,aa1aa423-9f15-4ed0-97d4-daea7ef2dd54,4/25/2024 9:10:55 PM,lmartin4,9/9/2024 7:40:26 PM,ntshaw19996
281,8be330bd-b653-44c3-a15a-5bd14e275d1b,CA-CDD-TW-24062_2024-04-19,,BRBE6,No,,,,1,aa1aa423-9f15-4ed0-97d4-daea7ef2dd54,4/25/2024 9:10:55 PM,lmartin4,9/9/2024 7:40:26 PM,ntshaw19996
282,aadb9554-986e-4a6e-b6da-cbd34e49dd9e,CA-CDD-TW-24062_2024-04-19,,SPAM2,No,,,,1,aa1aa423-9f15-4ed0-97d4-daea7ef2dd54,4/25/2024 9:10:55 PM,lmartin4,9/9/2024 7:40:26 PM,ntshaw19996
283,592c0db5-c1b1-4c20-9ba5-4d2077be0760,CA-CDD-TW-24062_2024-04-19,,JUBU,No,,,,1,aa1aa423-9f15-4ed0-97d4-daea7ef2dd54,4/25/2024 9:10:55 PM,lmartin4,9/9/2024 7:40:26 PM,ntshaw19996
284,82942709-276d-4a23-b4cc-c1a7a508dc5e,CA-CDD-TW-24062_2024-04-19,,JUARL,No,,,,1,aa1aa423-9f15-4ed0-97d4-daea7ef2dd54,4/25/2024 9:10:55 PM,lmartin4,9/9/2024 7:40:26 PM,ntshaw19996
285,612c996a-d5a5-4cee-a4f1-0df457fb345e,CA-CDD-TW-24062_2024-04-19,,ARLU,No,,,,1,aa1aa423-9f15-4ed0-97d4-daea7ef2dd54,4/25/2024 9:10:55 PM,lmartin4,9/9/2024 7:40:26 PM,ntshaw19996
286,adb11eb3-de5c-4fae-b9fb-b4a6ad89d529,CA-CDD-TW-24062_2024-04-19,,SALA6,No,,,,3,aa1aa423-9f15-4ed0-97d4-daea7ef2dd54,4/25/2024 9:10:55 PM,lmartin4,9/9/2024 7:40:26 PM,ntshaw19996
287,ca4f015d-b23c-4b2e-920f-85fd17ee08ea,CA-CDD-TW-24062_2024-04-19,,ENFA,No,,,,1,aa1aa423-9f15-4ed0-97d4-daea7ef2dd54,4/25/2024 9:10:55 PM,lmartin4,9/9/2024 7:40:26 PM,ntshaw19996
288,f74797e3-b49a-48db-9806-a131f10b8094,CA-CDD-TW-24062_2024-04-19,,DISP,No,,,,1,aa1aa423-9f15-4ed0-97d4-daea7ef2dd54,4/25/2024 9:10:55 PM,lmartin4,9/9/2024 7:40:26 PM,ntshaw19996
289,d93c0e9b-5fe2-4f54-bd83-ee321b4ab8ca,CA-CDD-TW-24062_2024-04-19,,POACEAXXXX,No,01,POACEA_01,CA-CDD-TW-24062_2024-04-19_POACEA_01,1,aa1aa423-9f15-4ed0-97d4-daea7ef2dd54,4/25/2024 9:10:55 PM,lmartin4,9/9/2024 7:40:26 PM,ntshaw19996
290,9d6029ab-ca20-4fcc-a715-eaf50d431d32,CA-CDD-TW-24062_2024-04-19,,AFXXXX,No,02,AF_02,CA-CDD-TW-24062_2024-04-19_AF_02,1,aa1aa423-9f15-4ed0-97d4-daea7ef2dd54,4/25/2024 9:10:55 PM,lmartin4,9/9/2024 7:40:26 PM,ntshaw19996
291,d6fcb3db-26a1-445c-927a-d437a7d87de7,CA-CDD-TW-24062_2024-04-19,,PFXXXX,No,04,PF_04,CA-CDD-TW-24062_2024-04-19_PF_04,1,aa1aa423-9f15-4ed0-97d4-daea7ef2dd54,4/25/2024 9:10:55 PM,lmartin4,9/9/2024 7:40:26 PM,ntshaw19996
292,41afbd06-de7a-4add-a03e-dadda7072693,CA-CDD-TW-24062_2024-04-19,,MIGU,No,,,,2,aa1aa423-9f15-4ed0-97d4-daea7ef2dd54,4/25/2024 9:10:55 PM,lmartin4,9/9/2024 7:40:26 PM,ntshaw19996
293,9a22997d-0af6-432d-a08b-7ee69936ff3c,CA-CDD-TW-24062_2024-04-19,,SYFR,No,,,,1,aa1aa423-9f15-4ed0-97d4-daea7ef2dd54,4/25/2024 9:10:55 PM,lmartin4,9/9/2024 7:40:26 PM,ntshaw19996
294,61ffd30f-0f15-4603-b286-a19909ba9b8d,CA-CDD-TW-24062_2024-04-19,,GIMI2,No,,,,1,aa1aa423-9f15-4ed0-97d4-daea7ef2dd54,4/25/2024 9:10:55 PM,lmartin4,9/9/2024 7:40:26 PM,ntshaw19996
295,6d17e862-2083-4534-97a3-44e2e68e32f7,CA-CDD-TW-24062_2024-04-19,,FABACEXXXX,No,03,FABACE_03,CA-CDD-TW-24062_2024-04-19_FABACE_03,1,aa1aa423-9f15-4ed0-97d4-daea7ef2dd54,4/25/2024 9:10:55 PM,lmartin4,9/9/2024 7:40:26 PM,ntshaw19996
296,c87193dc-d197-46ac-9146-3a822220f263,CA-CDD-TW-24062_2024-04-19,,CAREXXXXX,No,05,CAREX_05,CA-CDD-TW-24062_2024-04-19_CAREX_05,1,aa1aa423-9f15-4ed0-97d4-daea7ef2dd54,4/25/2024 9:10:55 PM,lmartin4,9/9/2024 7:40:26 PM,ntshaw19996
297,3e4ac71e-9bbd-48b0-88a9-f789462d1011,CA-CDD-TW-24056_2024-04-20,,BRMA3,No,,,,2,7f753dc2-e6e1-433d-b728-dd639be46c1b,4/25/2024 9:10:57 PM,lmartin4,7/2/2024 5:05:02 PM,dlowder8
298,697874b6-6167-4e43-9897-68a87ef054c2,CA-CDD-TW-24056_2024-04-20,,ATCA2,No,,,,2,7f753dc2-e6e1-433d-b728-dd639be46c1b,4/25/2024 9:10:57 PM,lmartin4,7/2/2024 5:05:02 PM,dlowder8
299,b5256000-bb20-4ce5-a0af-64944850057d,CA-CDD-TW-24056_2024-04-20,,PSFR,No,,,,1,7f753dc2-e6e1-433d-b728-dd639be46c1b,4/25/2024 9:10:57 PM,lmartin4,7/2/2024 5:05:02 PM,dlowder8
300,2e6dec79-5fec-4e20-aa6c-54397cbda255,CA-CDD-TW-24056_2024-04-20,,AMME,No,,,,1,7f753dc2-e6e1-433d-b728-dd639be46c1b,4/25/2024 9:10:57 PM,lmartin4,7/2/2024 5:05:02 PM,dlowder8
301,4cf06f6a-7bc1-4f08-883f-3354ec91aabc,CA-CDD-TW-24056_2024-04-20,,CHAL11,No,,,,1,7f753dc2-e6e1-433d-b728-dd639be46c1b,4/25/2024 9:10:57 PM,lmartin4,7/2/2024 5:05:02 PM,dlowder8
302,d7f6aca1-3634-4f9f-8da4-3c3ed76a640a,CA-CDD-TW-24056_2024-04-20,,ERTE18,No,,,,2,7f753dc2-e6e1-433d-b728-dd639be46c1b,4/25/2024 9:10:57 PM,lmartin4,7/2/2024 5:05:02 PM,dlowder8
303,4dba82fc-8545-46f5-8d37-4faf54fb8699,CA-CDD-TW-24056_2024-04-20,,SALA6,No,,,,4,7f753dc2-e6e1-433d-b728-dd639be46c1b,4/25/2024 9:10:57 PM,lmartin4,7/2/2024 5:05:02 PM,dlowder8
304,98958925-06c5-40bb-b97e-ae77c5067c55,CA-CDD-TW-24056_2024-04-20,,JUXI,No,,,,1,7f753dc2-e6e1-433d-b728-dd639be46c1b,4/25/2024 9:10:57 PM,lmartin4,7/2/2024 5:05:02 PM,dlowder8
305,b1ed65a6-f902-4e58-919c-0c3f81a93f72,CA-CDD-TW-24056_2024-04-20,,AFXXXX,No,01,AF_01,CA-CDD-TW-24056_2024-04-20_AF_01,1,7f753dc2-e6e1-433d-b728-dd639be46c1b,4/25/2024 9:10:57 PM,lmartin4,7/2/2024 5:05:02 PM,dlowder8
306,51f9d4e5-3be7-4ed6-afe8-c8fd258df49a,CA-CDD-TW-24056_2024-04-20,,AFXXXX,No,02,AF_02,CA-CDD-TW-24056_2024-04-20_AF_02,1,7f753dc2-e6e1-433d-b728-dd639be46c1b,4/25/2024 9:10:57 PM,lmartin4,7/2/2024 5:05:02 PM,dlowder8
307,e63801f1-babc-41c8-b552-643940a97430,CA-CDD-TW-24056_2024-04-20,,LORI3,No,,,,1,7f753dc2-e6e1-433d-b728-dd639be46c1b,4/25/2024 9:10:57 PM,lmartin4,7/2/2024 5:05:02 PM,dlowder8
308,bcae5a3a-5f1c-4c88-b606-8d266f78fe0f,CA-CDD-TW-24056_2024-04-20,,PHCR,No,,,,1,7f753dc2-e6e1-433d-b728-dd639be46c1b,4/25/2024 9:10:57 PM,lmartin4,7/2/2024 5:05:02 PM,dlowder8
309,231fbed3-8d96-471c-95c5-2a9ebe2a641e,CA-CDD-TW-24056_2024-04-20,,SCBA,No,,,,1,7f753dc2-e6e1-433d-b728-dd639be46c1b,4/25/2024 9:10:57 PM,lmartin4,7/2/2024 5:05:02 PM,dlowder8
310,84f56e63-da7f-49d4-a32f-a46e4b3c04dd,CA-CDD-TW-24056_2024-04-20,,SACO6,No,,,,2,7f753dc2-e6e1-433d-b728-dd639be46c1b,4/25/2024 9:10:57 PM,lmartin4,7/2/2024 5:05:02 PM,dlowder8
311,337c07a6-50a4-49e7-8ee2-1945b891054b,CA-CDD-TW-24056_2024-04-20,,AGXXXX,No,03,AG_03,CA-CDD-TW-24056_2024-04-20_AG_03,1,7f753dc2-e6e1-433d-b728-dd639be46c1b,4/25/2024 9:10:57 PM,lmartin4,7/2/2024 5:05:02 PM,dlowder8
312,3872adea-3169-4edd-ba15-2afb69bf38d7,CA-CDD-TW-24056_2024-04-20,,AGXXXX,No,04,AG_04,CA-CDD-TW-24056_2024-04-20_AG_04,1,7f753dc2-e6e1-433d-b728-dd639be46c1b,4/25/2024 9:10:57 PM,lmartin4,7/2/2024 5:05:02 PM,dlowder8
313,05d7f2d7-70ba-4b1a-9f89-613357c5efe3,CA-CDD-TW-24056_2024-04-20,,TYDO,No,,,,2,7f753dc2-e6e1-433d-b728-dd639be46c1b,4/25/2024 9:10:57 PM,lmartin4,7/2/2024 5:05:02 PM,dlowder8
314,8a741482-9d42-4b85-8b33-9cb8f54f6af6,CA-CDD-TW-24056_2024-04-20,,ERIN4,No,,,,1,7f753dc2-e6e1-433d-b728-dd639be46c1b,4/25/2024 9:10:57 PM,lmartin4,7/2/2024 5:05:02 PM,dlowder8
315,f7f9e8e4-f642-44c3-bc0a-09e0f3349e0e,CA-CDD-TW-24056_2024-04-20,,ENFA,No,,,,2,7f753dc2-e6e1-433d-b728-dd639be46c1b,4/25/2024 9:10:57 PM,lmartin4,7/2/2024 5:05:02 PM,dlowder8
316,b5635427-c9a5-4307-9c37-358193456d63,CA-CDD-TW-24056_2024-04-20,,ENFR,No,,,,2,7f753dc2-e6e1-433d-b728-dd639be46c1b,4/25/2024 9:10:57 PM,lmartin4,7/2/2024 5:05:02 PM,dlowder8
317,6cb103a9-6ff4-4e2e-a4d0-f6c729591a61,CA-CDD-TW-24056_2024-04-20,,LUAL4,No,,,,1,7f753dc2-e6e1-433d-b728-dd639be46c1b,4/25/2024 9:10:57 PM,lmartin4,7/2/2024 5:05:02 PM,dlowder8
318,f2fcd467-a415-4f1d-bd27-5566d8ffe941,CA-CDD-TW-24056_2024-04-20,,ERAM3,No,,,,1,7f753dc2-e6e1-433d-b728-dd639be46c1b,4/25/2024 9:10:57 PM,lmartin4,7/2/2024 5:05:02 PM,dlowder8
